soil_type,ph_level,nitrogen,phosphorus,potassium,moisture_level,irrigation_type,soil_health_score,crop_1,crop_2,crop_3,disease_risk,weather_rainfall_mm,temperature_c,humidity_percent,profit_estimate,image_url
Sandy,6.58,43,39,23,31,Drip,56,Groundnut,Maize,Wheat,Medium,105,30,89,43860,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2329).jpeg
Sandy,6.12,39,24,20,57,Sprinkler,93,Cotton,Groundnut,Millet,Medium,74,25,65,34355,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1990).jpeg
Clay,6.22,23,35,21,70,Flood,71,Maize,Vegetables,Soybean,Low,134,28,48,66850,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2454).jpeg
Clay,6.51,20,28,42,55,Drip,91,Groundnut,Groundnut,Millet,Medium,77,35,81,35868,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1925).jpeg
Loamy,6.57,20,38,22,54,Sprinkler,88,Wheat,Cotton,Cotton,Low,155,27,66,64983,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2397).jpeg
Loamy,5.54,51,33,23,47,Drip,73,Rice,Sugarcane,Soybean,Low,159,35,41,50928,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2164).jpeg
Loamy,6.64,20,33,21,72,Sprinkler,87,Wheat,Wheat,Wheat,High,84,31,53,22869,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1928).jpeg
Sandy,5.95,45,24,46,42,Sprinkler,63,Millet,Cotton,Vegetables,High,186,23,54,70306,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1663).jpeg
Silty,5.76,55,16,45,68,Drip,50,Sugarcane,Cotton,Groundnut,High,160,33,59,45773,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2198).jpeg
Sandy,5.97,52,32,36,50,Drip,82,Maize,Barley,Maize,High,184,25,59,28656,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1712).jpeg
Loamy,6.89,51,19,23,38,Sprinkler,93,Cotton,Groundnut,Sugarcane,Medium,69,24,54,59123,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1994).jpeg
Loamy,7.19,34,19,20,55,Drip,50,Maize,Rice,Maize,Low,200,22,53,33359,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2279).jpeg
Sandy,6.38,32,35,39,40,Drip,82,Barley,Barley,Groundnut,High,97,31,54,27138,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2104).jpeg
Sandy,5.75,29,37,35,42,Flood,87,Maize,Wheat,Sugarcane,Low,190,20,47,23811,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2337).jpeg
Silty,5.89,39,38,48,31,Drip,58,Maize,Soybean,Barley,High,128,34,75,70302,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1822).jpeg
Loamy,6.92,41,20,38,51,Drip,93,Cotton,Maize,Soybean,Low,165,20,69,39773,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1951).jpeg
Clay,7.27,52,15,48,56,Flood,90,Millet,Cotton,Millet,Low,190,29,65,54391,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2035).jpeg
Silty,7.16,42,20,41,33,Sprinkler,91,Vegetables,Groundnut,Vegetables,Medium,141,29,84,51351,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1858).jpeg
Silty,7.41,45,24,30,70,Drip,89,Millet,Soybean,Rice,Low,53,35,59,38887,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1816).jpeg
Sandy,5.67,25,28,45,77,Flood,56,Vegetables,Soybean,Barley,Low,139,30,60,50905,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1955).jpeg
Silty,5.73,60,29,29,59,Sprinkler,60,Vegetables,Sugarcane,Millet,Low,78,25,89,33054,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2060).jpeg
Loamy,7.13,22,17,37,38,Drip,89,Vegetables,Sugarcane,Sugarcane,Low,63,20,74,44503,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2133).jpeg
Silty,7.01,53,23,34,38,Sprinkler,54,Wheat,Groundnut,Millet,Medium,67,33,87,62134,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1988).jpeg
Loamy,6.13,30,35,33,47,Sprinkler,92,Vegetables,Maize,Soybean,Medium,57,29,63,25637,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2073).jpeg
Silty,6.58,44,29,36,51,Drip,79,Maize,Sugarcane,Soybean,Low,124,23,81,36153,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2286).jpeg
Silty,7.21,44,36,34,73,Flood,94,Groundnut,Groundnut,Maize,High,57,26,76,56580,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2027).jpeg
Loamy,5.9,22,16,50,41,Flood,68,Rice,Maize,Groundnut,Medium,110,35,67,54278,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2486).jpeg
Clay,5.98,34,40,49,61,Drip,58,Wheat,Cotton,Soybean,Low,122,25,62,61894,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1943).jpeg
Clay,6.3,33,40,20,40,Flood,95,Rice,Wheat,Soybean,Low,121,26,58,76074,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2096).jpeg
Loamy,6.28,44,40,32,77,Flood,68,Rice,Groundnut,Groundnut,Medium,129,30,61,23664,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1921).jpeg
Sandy,6.93,52,16,49,67,Flood,79,Sugarcane,Groundnut,Maize,Medium,81,31,78,36792,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1931).jpeg
Clay,6.95,30,37,46,58,Flood,54,Sugarcane,Wheat,Barley,High,156,32,45,48568,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2175).jpeg
Sandy,6.45,50,15,29,61,Flood,52,Maize,Maize,Maize,Low,51,27,45,45280,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2099).jpeg
Silty,5.63,26,29,47,37,Sprinkler,79,Cotton,Millet,Barley,High,70,33,88,22936,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2291).jpeg
Silty,6.6,27,15,43,59,Sprinkler,86,Maize,Vegetables,Sugarcane,Medium,177,33,80,49406,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2438).jpeg
Loamy,5.84,21,16,29,43,Flood,62,Soybean,Rice,Wheat,Medium,174,31,42,20791,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2061).jpeg
Sandy,5.69,54,31,45,58,Flood,52,Soybean,Soybean,Maize,High,86,22,64,78003,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2001).jpeg
Silty,6.55,36,38,30,71,Drip,74,Vegetables,Maize,Maize,Low,99,22,61,27094,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2243).jpeg
Silty,6.59,35,34,43,40,Sprinkler,60,Sugarcane,Sugarcane,Groundnut,Low,158,32,60,56065,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1814).jpeg
Silty,7.07,43,15,31,30,Flood,83,Maize,Soybean,Rice,Medium,80,29,62,74509,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1823).jpeg
Loamy,5.95,41,29,30,51,Drip,66,Rice,Wheat,Cotton,Medium,117,28,67,40506,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2373).jpeg
Silty,6.44,55,17,22,41,Sprinkler,95,Wheat,Soybean,Cotton,High,171,32,77,49983,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2208).jpeg
Clay,6.69,47,32,29,51,Sprinkler,89,Rice,Maize,Sugarcane,Medium,72,33,85,54704,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1660).jpeg
Clay,6.23,60,33,22,64,Flood,54,Sugarcane,Millet,Rice,High,135,31,58,37550,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2201).jpeg
Sandy,7.49,39,33,44,33,Sprinkler,88,Soybean,Vegetables,Vegetables,Low,125,35,84,54632,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2103).jpeg
Silty,6.39,39,30,22,66,Flood,50,Barley,Soybean,Sugarcane,Medium,140,32,63,59762,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2302).jpeg
Sandy,6.06,43,29,23,72,Sprinkler,73,Rice,Soybean,Maize,High,80,34,70,79999,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (2050).jpeg
Sandy,6.93,47,20,37,80,Drip,85,Barley,Vegetables,Wheat,High,125,32,44,32484,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1689).jpeg
Clay,5.54,43,25,43,61,Flood,95,Sugarcane,Sugarcane,Soybean,High,175,25,88,69204,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1970).jpeg
Clay,6.16,23,34,24,55,Flood,77,Wheat,Rice,Sugarcane,Medium,199,32,66,35019,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1260).jpeg
Sandy,7.27,22,19,47,31,Flood,67,Millet,Maize,Millet,High,98,35,80,77215,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1449).jpeg
Clay,6.53,22,18,31,40,Flood,93,Cotton,Soybean,Vegetables,Medium,75,24,44,46117,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1216).jpeg
Sandy,6.66,44,18,21,74,Flood,56,Soybean,Groundnut,Wheat,Medium,122,30,69,78133,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1249).jpeg
Clay,6.17,21,30,44,79,Sprinkler,50,Millet,Millet,Millet,Low,143,25,77,45889,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/41b.jpg
Sandy,6.81,34,18,48,43,Flood,92,Soybean,Cotton,Maize,High,146,24,43,52038,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1554).jpeg
Silty,6.49,28,28,21,58,Flood,76,Rice,Millet,Wheat,Low,132,25,44,40551,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1202).jpeg
Sandy,7.35,57,38,30,67,Drip,77,Sugarcane,Sugarcane,Millet,Medium,61,29,63,59243,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/22b.jpg
Clay,7.26,56,31,35,61,Flood,52,Rice,Millet,Soybean,Medium,141,26,67,64501,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1436).jpeg
Loamy,5.72,43,37,42,65,Drip,85,Millet,Millet,Groundnut,High,77,31,41,71030,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1253).jpeg
Loamy,6.77,34,34,39,46,Sprinkler,83,Rice,Vegetables,Sugarcane,Low,156,31,65,52422,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/41.jpg
Loamy,6.67,26,30,43,64,Flood,70,Rice,Soybean,Soybean,Low,199,29,74,21360,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1572).jpeg
Loamy,7.21,36,21,39,38,Sprinkler,73,Cotton,Barley,Rice,Low,181,22,80,21894,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1539).jpeg
Silty,6.99,37,36,28,43,Flood,83,Wheat,Rice,Cotton,Low,163,25,47,43148,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1391).jpeg
Clay,5.6,40,33,48,35,Drip,78,Maize,Rice,Sugarcane,High,82,22,80,58558,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1289).jpeg
Sandy,6.34,52,30,46,59,Flood,79,Vegetables,Barley,Soybean,Low,136,28,83,63524,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1400).jpeg
Silty,5.92,41,15,37,32,Flood,90,Wheat,Maize,Maize,Medium,128,24,72,51399,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1610).jpeg
Clay,5.68,49,28,24,39,Flood,56,Vegetables,Rice,Soybean,High,169,27,79,46408,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1592).jpeg
Silty,6.67,44,29,35,63,Sprinkler,89,Vegetables,Barley,Groundnut,Medium,107,33,50,28143,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1440).jpeg
Clay,5.64,41,19,22,79,Sprinkler,58,Wheat,Sugarcane,Millet,Low,84,24,45,22102,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1281).jpeg
Loamy,7.26,29,20,36,59,Sprinkler,68,Groundnut,Barley,Barley,Low,167,22,51,37657,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1299).jpeg
Silty,5.55,41,26,20,67,Drip,63,Millet,Groundnut,Vegetables,High,122,20,41,40619,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1437).jpeg
Silty,7.39,26,35,25,48,Drip,82,Millet,Maize,Vegetables,Medium,80,33,83,50293,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1492).jpeg
Silty,6.66,46,32,47,57,Drip,87,Cotton,Rice,Barley,High,87,24,62,66326,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1181).jpeg
Sandy,6.06,24,34,21,38,Drip,51,Rice,Maize,Maize,Medium,173,29,59,61361,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1187).jpeg
Clay,7.08,55,27,44,64,Sprinkler,75,Sugarcane,Millet,Groundnut,Low,171,26,61,44539,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1279).jpeg
Clay,7.03,60,33,27,65,Sprinkler,65,Wheat,Cotton,Maize,Medium,187,30,50,44052,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/41d.jpg
Loamy,6.94,51,26,33,63,Sprinkler,54,Vegetables,Maize,Soybean,High,85,23,47,36778,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1412).jpeg
Silty,7.25,45,28,35,76,Drip,84,Barley,Barley,Soybean,Low,139,21,77,36789,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1301).jpeg
Clay,6.92,25,27,21,50,Sprinkler,53,Wheat,Cotton,Rice,High,85,23,88,76223,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/35.jpg
Silty,5.57,47,30,47,41,Drip,88,Cotton,Barley,Rice,Medium,143,34,59,54096,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1242).jpeg
Loamy,5.85,38,31,37,77,Flood,73,Barley,Millet,Barley,High,186,25,90,74066,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1178).jpeg
Silty,6.05,21,30,46,38,Drip,62,Rice,Millet,Cotton,Medium,72,28,53,79642,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/37.jpg
Clay,6.43,51,28,27,65,Flood,55,Rice,Groundnut,Vegetables,High,66,22,53,54285,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1208).jpeg
Sandy,7.22,33,38,32,68,Drip,50,Wheat,Millet,Cotton,Medium,76,34,42,20375,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1334).jpeg
Sandy,5.69,40,24,46,72,Drip,89,Soybean,Barley,Rice,High,200,35,77,21697,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1432).jpeg
Loamy,6.32,49,33,25,61,Flood,64,Soybean,Sugarcane,Cotton,Low,138,25,62,53925,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1371).jpeg
Clay,6.19,60,17,48,72,Drip,95,Millet,Vegetables,Barley,High,128,22,55,32807,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1548).jpeg
Sandy,7.01,50,30,24,77,Sprinkler,81,Barley,Sugarcane,Groundnut,Medium,198,34,66,75284,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1392).jpeg
Clay,6.78,36,27,20,33,Drip,73,Maize,Maize,Millet,Medium,179,28,76,67217,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1353).jpeg
Loamy,5.85,48,27,26,48,Drip,62,Groundnut,Rice,Barley,Medium,76,30,77,55308,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1335).jpeg
Silty,6.68,22,39,47,51,Drip,68,Barley,Wheat,Millet,Low,129,34,47,51752,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1575).jpeg
Loamy,5.85,39,26,24,68,Drip,91,Wheat,Cotton,Rice,Low,144,31,54,36666,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1185).jpeg
Clay,7.04,25,20,35,80,Drip,85,Wheat,Barley,Groundnut,Medium,117,23,75,65527,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1243).jpeg
Silty,5.9,58,37,22,45,Drip,58,Sugarcane,Vegetables,Millet,Medium,106,24,41,55729,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1304).jpeg
Sandy,5.77,23,38,39,52,Flood,79,Sugarcane,Cotton,Wheat,Medium,80,22,90,24357,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1476).jpeg
Silty,6.85,22,40,44,37,Drip,90,Sugarcane,Millet,Vegetables,Low,61,35,66,75292,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1506).jpeg
Loamy,6.72,21,26,37,75,Flood,74,Barley,Millet,Groundnut,Medium,105,21,72,39820,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1328).jpeg
Sandy,7.26,52,27,28,58,Sprinkler,66,Barley,Cotton,Vegetables,Low,146,22,62,28715,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1327).jpeg
Clay,5.92,33,32,43,42,Drip,90,Groundnut,Soybean,Vegetables,Medium,124,32,40,57049,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1502).jpeg
Silty,6.61,38,16,24,48,Drip,67,Maize,Vegetables,Cotton,Low,139,20,69,69445,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1397).jpeg
Loamy,7.25,27,16,38,54,Flood,77,Cotton,Barley,Sugarcane,High,124,35,55,73959,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1198).jpeg
Loamy,6.19,39,36,41,75,Drip,50,Rice,Rice,Millet,Medium,77,26,75,41504,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1325).jpeg
Sandy,6.33,43,24,50,75,Flood,81,Sugarcane,Cotton,Barley,Medium,157,25,79,32116,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1547).jpeg
Clay,5.91,46,24,24,69,Sprinkler,76,Sugarcane,Vegetables,Barley,High,71,26,71,25090,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1189).jpeg
Silty,6.34,29,33,41,64,Drip,85,Barley,Rice,Rice,High,138,31,50,36729,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/213.jpg
Loamy,6.0,28,25,21,38,Drip,95,Groundnut,Wheat,Maize,Low,162,25,69,64222,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1170).jpeg
Sandy,7.31,41,30,32,77,Sprinkler,95,Wheat,Vegetables,Rice,Low,62,35,46,21274,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1322).jpeg
Sandy,6.92,50,24,22,70,Flood,51,Cotton,Sugarcane,Maize,Low,153,33,43,57197,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/25b.jpg
Loamy,6.39,29,26,37,32,Sprinkler,92,Barley,Sugarcane,Wheat,Medium,123,29,64,57777,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1333).jpeg
Clay,6.26,49,33,49,64,Flood,78,Barley,Soybean,Millet,Low,92,35,81,39162,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1403).jpeg
Silty,6.05,50,26,35,73,Sprinkler,67,Groundnut,Maize,Sugarcane,High,192,24,46,22286,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1433).jpeg
Sandy,6.37,21,28,28,74,Flood,56,Soybean,Soybean,Groundnut,Low,124,29,89,47059,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1284).jpeg
Clay,6.94,42,34,32,32,Flood,50,Rice,Rice,Wheat,Medium,160,28,55,46341,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1495).jpeg
Sandy,5.69,49,36,45,67,Sprinkler,56,Sugarcane,Wheat,Millet,High,112,32,80,75834,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1401).jpeg
Loamy,6.0,59,22,47,45,Sprinkler,74,Barley,Rice,Groundnut,Low,137,32,85,32787,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1394).jpeg
Clay,6.02,21,24,35,40,Sprinkler,86,Sugarcane,Groundnut,Vegetables,High,82,25,43,32809,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1305).jpeg
Loamy,6.15,60,15,45,48,Drip,93,Maize,Cotton,Rice,Medium,179,22,70,38962,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1452).jpeg
Silty,7.24,32,32,35,74,Sprinkler,68,Maize,Soybean,Maize,High,95,32,84,20496,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1546).jpeg
Silty,6.56,53,27,26,62,Drip,67,Groundnut,Groundnut,Sugarcane,Low,160,28,43,64691,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1585).jpeg
Sandy,5.63,40,30,29,60,Flood,88,Groundnut,Rice,Millet,Low,62,31,61,78823,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1496).jpeg
Sandy,7.49,27,20,36,78,Drip,82,Groundnut,Sugarcane,Maize,Medium,127,29,66,41637,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/26.jpg
Silty,6.08,35,33,31,69,Drip,86,Soybean,Wheat,Sugarcane,Medium,158,35,52,39990,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1369).jpeg
Sandy,5.91,26,16,39,65,Sprinkler,57,Barley,Millet,Maize,Medium,168,26,89,62917,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1381).jpeg
Loamy,5.51,45,20,27,66,Flood,67,Millet,Rice,Soybean,Low,146,30,57,72496,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1612).jpeg
Loamy,5.88,27,17,26,52,Drip,68,Groundnut,Barley,Cotton,High,95,33,67,34135,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1558).jpeg
Sandy,6.32,22,17,26,50,Flood,67,Wheat,Cotton,Wheat,Low,170,22,52,53922,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1434).jpeg
Loamy,7.28,42,28,48,59,Flood,59,Sugarcane,Soybean,Wheat,High,183,20,70,36634,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1407).jpeg
Loamy,5.94,36,23,38,73,Flood,50,Wheat,Barley,Maize,Low,154,33,47,64825,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/23.jpg
Silty,6.07,54,38,26,66,Drip,95,Cotton,Maize,Wheat,Low,74,22,69,74962,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1584).jpeg
Loamy,6.29,37,28,42,41,Drip,88,Rice,Wheat,Millet,Low,149,25,41,43035,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1268).jpeg
Clay,6.39,27,20,27,36,Sprinkler,82,Soybean,Groundnut,Cotton,Low,200,20,46,52129,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1252).jpeg
Clay,6.98,45,24,44,54,Drip,72,Rice,Sugarcane,Barley,High,171,32,49,31400,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1204).jpeg
Silty,6.12,51,32,46,80,Sprinkler,53,Maize,Cotton,Soybean,Medium,173,25,74,58593,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1261).jpeg
Clay,7.42,57,40,45,60,Sprinkler,78,Cotton,Wheat,Groundnut,High,150,30,74,47007,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1604).jpeg
Sandy,6.33,28,24,36,65,Flood,94,Maize,Barley,Vegetables,Low,175,20,41,22008,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1343).jpeg
Sandy,7.11,28,40,39,69,Flood,92,Wheat,Soybean,Wheat,Low,136,29,52,37143,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1461).jpeg
Clay,5.67,48,27,34,49,Sprinkler,91,Vegetables,Soybean,Sugarcane,Low,78,34,48,37838,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1285).jpeg
Silty,5.56,36,30,25,74,Flood,61,Vegetables,Vegetables,Cotton,High,97,30,86,50443,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1421).jpeg
Silty,7.13,41,20,20,36,Drip,60,Rice,Vegetables,Barley,High,127,21,73,51564,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1505).jpeg
Sandy,6.39,34,21,37,34,Sprinkler,52,Barley,Soybean,Barley,High,78,30,61,65715,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1351).jpeg
Clay,5.9,48,31,36,62,Sprinkler,59,Sugarcane,Wheat,Cotton,High,58,28,71,40833,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1307).jpeg
Loamy,6.97,49,35,38,33,Drip,70,Maize,Millet,Groundnut,Medium,170,21,68,39551,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/82.jpg
Sandy,6.59,41,38,46,44,Sprinkler,75,Soybean,Cotton,Maize,High,171,21,48,64425,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1332).jpeg
Sandy,6.63,38,18,48,73,Flood,77,Millet,Maize,Soybean,Medium,146,24,78,30793,/content/drive/MyDrive/dataset/CyAUG-Dataset/Yellow_Soil/y (1582).jpeg
